data_as_of,start_week,end_week,state,county_name,urbanruralcode,fipsstate,fipscounty,fipscode,indicator,all_deaths_total,covid_19_deaths_total,non_hispanic_white,non_hispanic_black,non_hispanic_american_indian,non_hispanic_asian,non_hispanic_nhopi,hispanic,other,urbanruraldesc,footnote
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Coffee County,5,47,31,47031,Distribution of population (%),2708,219,0.874,0.038,0.004,0.011,0.001,0.05,0.022,Micropolitan,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Cumberland County,5,47,35,47035,Distribution of all-cause deaths (%),3459,300,0.981,0.005,,0.004,,0.006,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Cumberland County,5,47,35,47035,Distribution of COVID-19 deaths (%),3459,300,0.977,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Cumberland County,5,47,35,47035,Distribution of population (%),3459,300,0.942,0.006,0.003,0.006,0.001,0.032,0.01,Micropolitan,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Davidson County,1,47,37,47037,Distribution of all-cause deaths (%),36199,3935,0.749,0.203,0.001,0.012,0.001,0.029,0.005,Large central metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Davidson County,1,47,37,47037,Distribution of COVID-19 deaths (%),36199,3935,0.732,0.189,,0.015,,0.058,0.003,Large central metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Davidson County,1,47,37,47037,Distribution of population (%),36199,3935,0.565,0.267,0.002,0.038,0,0.104,0.023,Large central metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Dickson County,2,47,43,47043,Distribution of all-cause deaths (%),2478,351,0.948,0.04,,,,0.009,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Dickson County,2,47,43,47043,Distribution of COVID-19 deaths (%),2478,351,0.949,0.037,,,,,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Dickson County,2,47,43,47043,Distribution of population (%),2478,351,0.892,0.038,0.004,0.006,0,0.04,0.02,Large fringe metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Dyer County,5,47,45,47045,Distribution of all-cause deaths (%),1893,211,0.857,0.134,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Dyer County,5,47,45,47045,Distribution of COVID-19 deaths (%),1893,211,0.834,0.166,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Dyer County,5,47,45,47045,Distribution of population (%),1893,211,0.791,0.146,0.003,0.006,0,0.036,0.018,Micropolitan,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Franklin County,5,47,51,47051,Distribution of all-cause deaths (%),1865,184,0.945,0.043,,,,0.007,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Franklin County,5,47,51,47051,Distribution of COVID-19 deaths (%),1865,184,0.967,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Franklin County,5,47,51,47051,Distribution of population (%),1865,184,0.881,0.05,0.004,0.009,0.001,0.037,0.019,Micropolitan,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Gibson County,6,47,53,47053,Distribution of all-cause deaths (%),2060,109,0.842,0.147,,,,0.005,,Noncore,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Gibson County,6,47,53,47053,Distribution of COVID-19 deaths (%),2060,109,0.817,0.165,,,,,,Noncore,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Gibson County,6,47,53,47053,Distribution of population (%),2060,109,0.766,0.179,0.002,0.004,0,0.03,0.018,Noncore,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Giles County,6,47,55,47055,Distribution of all-cause deaths (%),1276,116,0.874,0.115,,,,,,Noncore,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Giles County,6,47,55,47055,Distribution of COVID-19 deaths (%),1276,116,0.879,0.121,,,,,,Noncore,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Giles County,6,47,55,47055,Distribution of population (%),1276,116,0.837,0.099,0.004,0.005,0,0.034,0.021,Noncore,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Greene County,5,47,59,47059,Distribution of all-cause deaths (%),3228,263,0.976,0.016,,,,0.005,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Greene County,5,47,59,47059,Distribution of COVID-19 deaths (%),3228,263,0.97,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Greene County,5,47,59,47059,Distribution of population (%),3228,263,0.926,0.021,0.003,0.006,0,0.031,0.013,Micropolitan,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Hamblen County,4,47,63,47063,Distribution of all-cause deaths (%),3557,403,0.946,0.035,,,,0.013,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Hamblen County,4,47,63,47063,Distribution of COVID-19 deaths (%),3557,403,0.928,0.035,,,,0.027,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Hamblen County,4,47,63,47063,Distribution of population (%),3557,403,0.809,0.037,0.002,0.009,0.003,0.121,0.018,Small metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Hamilton County,3,47,65,47065,Distribution of all-cause deaths (%),20934,2233,0.836,0.14,0.001,0.006,,0.015,0.001,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Hamilton County,3,47,65,47065,Distribution of COVID-19 deaths (%),20934,2233,0.837,0.134,,0.004,,0.022,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Hamilton County,3,47,65,47065,Distribution of population (%),20934,2233,0.709,0.188,0.002,0.021,0.001,0.061,0.018,Medium metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Henry County,5,47,79,47079,Distribution of all-cause deaths (%),1648,125,0.927,0.057,,,,0.009,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Henry County,5,47,79,47079,Distribution of COVID-19 deaths (%),1648,125,0.96,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Henry County,5,47,79,47079,Distribution of population (%),1648,125,0.87,0.073,0.004,0.006,0,0.028,0.018,Micropolitan,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Jefferson County,4,47,89,47089,Distribution of all-cause deaths (%),2517,267,0.975,0.017,,,,0.004,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Jefferson County,4,47,89,47089,Distribution of COVID-19 deaths (%),2517,267,0.981,,,,,,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Jefferson County,4,47,89,47089,Distribution of population (%),2517,267,0.92,0.018,0.003,0.006,0.001,0.037,0.014,Small metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Knox County,3,47,93,47093,Distribution of all-cause deaths (%),27249,2659,0.911,0.067,0.001,0.006,,0.012,0.002,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Knox County,3,47,93,47093,Distribution of COVID-19 deaths (%),27249,2659,0.907,0.065,,0.007,,0.017,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Knox County,3,47,93,47093,Distribution of population (%),27249,2659,0.818,0.086,0.002,0.024,0.001,0.047,0.022,Medium metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Lawrence County,5,47,99,47099,Distribution of all-cause deaths (%),1684,132,0.972,0.018,,,,0.007,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Lawrence County,5,47,99,47099,Distribution of COVID-19 deaths (%),1684,132,0.985,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Lawrence County,5,47,99,47099,Distribution of population (%),1684,132,0.932,0.018,0.004,0.005,0,0.025,0.016,Micropolitan,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Lincoln County,6,47,103,47103,Distribution of all-cause deaths (%),1287,102,0.936,0.056,,,,,,Noncore,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Lincoln County,6,47,103,47103,Distribution of COVID-19 deaths (%),1287,102,0.912,,,,,,,Noncore,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Lincoln County,6,47,103,47103,Distribution of population (%),1287,102,0.863,0.067,0.006,0.006,0.001,0.037,0.02,Noncore,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Loudon County,3,47,105,47105,Distribution of all-cause deaths (%),1948,132,0.969,0.014,,,,0.013,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Loudon County,3,47,105,47105,Distribution of COVID-19 deaths (%),1948,132,0.962,,,,,,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Loudon County,3,47,105,47105,Distribution of population (%),1948,132,0.868,0.013,0.003,0.008,0.001,0.096,0.011,Medium metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,McMinn County,5,47,107,47107,Distribution of all-cause deaths (%),2527,171,0.947,0.039,,,,0.008,0.004,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,McMinn County,5,47,107,47107,Distribution of COVID-19 deaths (%),2527,171,0.93,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,McMinn County,5,47,107,47107,Distribution of population (%),2527,171,0.888,0.037,0.004,0.007,0,0.045,0.019,Micropolitan,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Madison County,4,47,113,47113,Distribution of all-cause deaths (%),8627,1410,0.72,0.264,,0.004,,0.01,0.002,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Madison County,4,47,113,47113,Distribution of COVID-19 deaths (%),8627,1410,0.727,0.255,,,,0.013,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Madison County,4,47,113,47113,Distribution of population (%),8627,1410,0.555,0.373,0.002,0.011,0,0.042,0.018,Small metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Maury County,2,47,119,47119,Distribution of all-cause deaths (%),5029,644,0.883,0.095,,0.004,,0.014,0.003,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Maury County,2,47,119,47119,Distribution of COVID-19 deaths (%),5029,644,0.884,0.104,,,,,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Maury County,2,47,119,47119,Distribution of population (%),5029,644,0.785,0.116,0.003,0.009,0.001,0.066,0.021,Large fringe metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Monroe County,6,47,123,47123,Distribution of all-cause deaths (%),2033,217,0.961,0.026,,,,0.009,,Noncore,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Monroe County,6,47,123,47123,Distribution of COVID-19 deaths (%),2033,217,0.968,,,,,,,Noncore,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Monroe County,6,47,123,47123,Distribution of population (%),2033,217,0.907,0.02,0.005,0.005,0,0.046,0.017,Noncore,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Montgomery County,3,47,125,47125,Distribution of all-cause deaths (%),5612,536,0.762,0.187,,0.011,0.003,0.029,0.007,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Montgomery County,3,47,125,47125,Distribution of COVID-19 deaths (%),5612,536,0.756,0.203,,,,0.03,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Montgomery County,3,47,125,47125,Distribution of population (%),5612,536,0.616,0.206,0.004,0.021,0.003,0.106,0.043,Medium metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Obion County,5,47,131,47131,Distribution of all-cause deaths (%),1378,160,0.895,0.093,,,,0.008,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
